video_name,source_video,frame_index,timestamp_sec,gt_class,excluded_from_metrics
fall2.mp4,fall2.mp4,38,1.579,NORMAL,False
fall2.mp4,fall2.mp4,39,1.62,NORMAL,False
fall2.mp4,fall2.mp4,40,1.662,NORMAL,False
fall2.mp4,fall2.mp4,41,1.703,NORMAL,False
fall2.mp4,fall2.mp4,42,1.745,NORMAL,False
fall2.mp4,fall2.mp4,43,1.786,NORMAL,False
fall2.mp4,fall2.mp4,44,1.828,NORMAL,False
fall2.mp4,fall2.mp4,45,1.87,NORMAL,False
fall2.mp4,fall2.mp4,46,1.911,NORMAL,False
fall2.mp4,fall2.mp4,47,1.953,NORMAL,False
fall2.mp4,fall2.mp4,48,1.994,NORMAL,False
fall2.mp4,fall2.mp4,49,2.036,NORMAL,False
fall2.mp4,fall2.mp4,50,2.077,NORMAL,False
fall2.mp4,fall2.mp4,51,2.119,NORMAL,False
fall2.mp4,fall2.mp4,52,2.16,NORMAL,False
fall2.mp4,fall2.mp4,53,2.202,NORMAL,False
fall2.mp4,fall2.mp4,54,2.243,NORMAL,False
fall2.mp4,fall2.mp4,55,2.285,NORMAL,False
fall2.mp4,fall2.mp4,56,2.327,NORMAL,False
fall2.mp4,fall2.mp4,57,2.368,NORMAL,False
fall2.mp4,fall2.mp4,58,2.41,NORMAL,False
fall2.mp4,fall2.mp4,59,2.451,NORMAL,False
fall2.mp4,fall2.mp4,60,2.493,NORMAL,False
fall2.mp4,fall2.mp4,61,2.534,NORMAL,False
fall2.mp4,fall2.mp4,62,2.576,NORMAL,False
fall2.mp4,fall2.mp4,63,2.617,NORMAL,False
fall2.mp4,fall2.mp4,64,2.659,NORMAL,False
fall2.mp4,fall2.mp4,65,2.7,NORMAL,False
fall2.mp4,fall2.mp4,66,2.742,NORMAL,False
fall2.mp4,fall2.mp4,67,2.784,NORMAL,False
fall2.mp4,fall2.mp4,68,2.825,NORMAL,False
fall2.mp4,fall2.mp4,69,2.867,NORMAL,False
fall2.mp4,fall2.mp4,70,2.908,NORMAL,False
fall2.mp4,fall2.mp4,71,2.95,NORMAL,False
fall2.mp4,fall2.mp4,72,2.991,NORMAL,False
fall2.mp4,fall2.mp4,73,3.033,NORMAL,False
fall2.mp4,fall2.mp4,74,3.074,NORMAL,False
fall2.mp4,fall2.mp4,75,3.116,NORMAL,False
fall2.mp4,fall2.mp4,76,3.157,NORMAL,False
fall2.mp4,fall2.mp4,77,3.199,NORMAL,False
fall2.mp4,fall2.mp4,78,3.241,NORMAL,False
fall2.mp4,fall2.mp4,79,3.282,NORMAL,False
fall2.mp4,fall2.mp4,80,3.324,NORMAL,False
fall2.mp4,fall2.mp4,81,3.365,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,82,3.407,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,83,3.448,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,84,3.49,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,85,3.531,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,86,3.573,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,87,3.614,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,88,3.656,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,89,3.698,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,90,3.739,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,91,3.781,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,92,3.822,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,93,3.864,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,94,3.905,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,95,3.947,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,96,3.988,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,97,4.03,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,98,4.071,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,99,4.113,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,100,4.155,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,101,4.196,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,102,4.238,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,103,4.279,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,104,4.321,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,105,4.362,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,106,4.404,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,107,4.445,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,108,4.487,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,109,4.528,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,110,4.57,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,111,4.612,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,112,4.653,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,113,4.695,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,114,4.736,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,115,4.778,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,116,4.819,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,117,4.861,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,118,4.902,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,119,4.944,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,120,4.986,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,121,5.027,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,122,5.069,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,123,5.11,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,124,5.152,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,125,5.193,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,126,5.235,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,127,5.276,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,128,5.318,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,129,5.359,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,130,5.401,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,131,5.443,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,132,5.484,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,133,5.526,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,134,5.567,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,135,5.609,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,136,5.65,ABNORMAL_FLOOR_POSTURE,False
fall2.mp4,fall2.mp4,137,5.692,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,0,0.0,NORMAL,False
fall4.mp4,fall4.mp4,1,0.042,NORMAL,False
fall4.mp4,fall4.mp4,2,0.083,NORMAL,False
fall4.mp4,fall4.mp4,3,0.125,NORMAL,False
fall4.mp4,fall4.mp4,4,0.166,NORMAL,False
fall4.mp4,fall4.mp4,5,0.208,NORMAL,False
fall4.mp4,fall4.mp4,6,0.249,NORMAL,False
fall4.mp4,fall4.mp4,7,0.291,NORMAL,False
fall4.mp4,fall4.mp4,8,0.332,NORMAL,False
fall4.mp4,fall4.mp4,9,0.374,NORMAL,False
fall4.mp4,fall4.mp4,10,0.415,NORMAL,False
fall4.mp4,fall4.mp4,11,0.457,NORMAL,False
fall4.mp4,fall4.mp4,12,0.499,NORMAL,False
fall4.mp4,fall4.mp4,13,0.54,NORMAL,False
fall4.mp4,fall4.mp4,14,0.582,NORMAL,False
fall4.mp4,fall4.mp4,15,0.623,NORMAL,False
fall4.mp4,fall4.mp4,16,0.665,NORMAL,False
fall4.mp4,fall4.mp4,17,0.706,NORMAL,False
fall4.mp4,fall4.mp4,18,0.748,NORMAL,False
fall4.mp4,fall4.mp4,19,0.789,NORMAL,False
fall4.mp4,fall4.mp4,20,0.831,NORMAL,False
fall4.mp4,fall4.mp4,21,0.872,NORMAL,False
fall4.mp4,fall4.mp4,22,0.914,NORMAL,False
fall4.mp4,fall4.mp4,23,0.956,NORMAL,False
fall4.mp4,fall4.mp4,24,0.997,NORMAL,False
fall4.mp4,fall4.mp4,25,1.039,NORMAL,False
fall4.mp4,fall4.mp4,26,1.08,NORMAL,False
fall4.mp4,fall4.mp4,27,1.122,NORMAL,False
fall4.mp4,fall4.mp4,28,1.163,NORMAL,False
fall4.mp4,fall4.mp4,29,1.205,NORMAL,False
fall4.mp4,fall4.mp4,30,1.246,NORMAL,False
fall4.mp4,fall4.mp4,31,1.288,NORMAL,False
fall4.mp4,fall4.mp4,32,1.329,NORMAL,False
fall4.mp4,fall4.mp4,33,1.371,NORMAL,False
fall4.mp4,fall4.mp4,34,1.413,NORMAL,False
fall4.mp4,fall4.mp4,35,1.454,NORMAL,False
fall4.mp4,fall4.mp4,36,1.496,NORMAL,False
fall4.mp4,fall4.mp4,37,1.537,NORMAL,False
fall4.mp4,fall4.mp4,38,1.579,NORMAL,False
fall4.mp4,fall4.mp4,39,1.62,NORMAL,False
fall4.mp4,fall4.mp4,40,1.662,NORMAL,False
fall4.mp4,fall4.mp4,41,1.703,NORMAL,False
fall4.mp4,fall4.mp4,42,1.745,NORMAL,False
fall4.mp4,fall4.mp4,43,1.786,NORMAL,False
fall4.mp4,fall4.mp4,44,1.828,NORMAL,False
fall4.mp4,fall4.mp4,45,1.87,NORMAL,False
fall4.mp4,fall4.mp4,46,1.911,NORMAL,False
fall4.mp4,fall4.mp4,47,1.953,NORMAL,False
fall4.mp4,fall4.mp4,48,1.994,NORMAL,False
fall4.mp4,fall4.mp4,49,2.036,NORMAL,False
fall4.mp4,fall4.mp4,50,2.077,NORMAL,False
fall4.mp4,fall4.mp4,51,2.119,NORMAL,False
fall4.mp4,fall4.mp4,52,2.16,NORMAL,False
fall4.mp4,fall4.mp4,53,2.202,NORMAL,False
fall4.mp4,fall4.mp4,54,2.243,NORMAL,False
fall4.mp4,fall4.mp4,55,2.285,NORMAL,False
fall4.mp4,fall4.mp4,56,2.327,NORMAL,False
fall4.mp4,fall4.mp4,57,2.368,NORMAL,False
fall4.mp4,fall4.mp4,58,2.41,NORMAL,False
fall4.mp4,fall4.mp4,59,2.451,NORMAL,False
fall4.mp4,fall4.mp4,60,2.493,NORMAL,False
fall4.mp4,fall4.mp4,61,2.534,NORMAL,False
fall4.mp4,fall4.mp4,62,2.576,NORMAL,False
fall4.mp4,fall4.mp4,63,2.617,NORMAL,False
fall4.mp4,fall4.mp4,64,2.659,NORMAL,False
fall4.mp4,fall4.mp4,65,2.7,NORMAL,False
fall4.mp4,fall4.mp4,66,2.742,NORMAL,False
fall4.mp4,fall4.mp4,67,2.784,NORMAL,False
fall4.mp4,fall4.mp4,68,2.825,NORMAL,False
fall4.mp4,fall4.mp4,69,2.867,NORMAL,False
fall4.mp4,fall4.mp4,70,2.908,NORMAL,False
fall4.mp4,fall4.mp4,71,2.95,NORMAL,False
fall4.mp4,fall4.mp4,72,2.991,NORMAL,False
fall4.mp4,fall4.mp4,73,3.033,NORMAL,False
fall4.mp4,fall4.mp4,74,3.074,NORMAL,False
fall4.mp4,fall4.mp4,75,3.116,NORMAL,False
fall4.mp4,fall4.mp4,76,3.157,NORMAL,False
fall4.mp4,fall4.mp4,77,3.199,NORMAL,False
fall4.mp4,fall4.mp4,78,3.241,NORMAL,False
fall4.mp4,fall4.mp4,79,3.282,NORMAL,False
fall4.mp4,fall4.mp4,80,3.324,NORMAL,False
fall4.mp4,fall4.mp4,81,3.365,NORMAL,False
fall4.mp4,fall4.mp4,82,3.407,NORMAL,False
fall4.mp4,fall4.mp4,83,3.448,NORMAL,False
fall4.mp4,fall4.mp4,84,3.49,NORMAL,False
fall4.mp4,fall4.mp4,85,3.531,NORMAL,False
fall4.mp4,fall4.mp4,86,3.573,NORMAL,False
fall4.mp4,fall4.mp4,87,3.614,NORMAL,False
fall4.mp4,fall4.mp4,88,3.656,NORMAL,False
fall4.mp4,fall4.mp4,89,3.698,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,90,3.739,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,91,3.781,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,92,3.822,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,93,3.864,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,94,3.905,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,95,3.947,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,96,3.988,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,97,4.03,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,98,4.071,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,99,4.113,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,100,4.155,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,101,4.196,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,102,4.238,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,103,4.279,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,104,4.321,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,105,4.362,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,106,4.404,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,107,4.445,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,108,4.487,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,109,4.528,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,110,4.57,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,111,4.612,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,112,4.653,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,113,4.695,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,114,4.736,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,115,4.778,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,116,4.819,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,117,4.861,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,118,4.902,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,119,4.944,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,120,4.986,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,121,5.027,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,122,5.069,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,123,5.11,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,124,5.152,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,125,5.193,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,126,5.235,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,127,5.276,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,128,5.318,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,129,5.359,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,130,5.401,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,131,5.443,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,132,5.484,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,133,5.526,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,134,5.567,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,135,5.609,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,136,5.65,ABNORMAL_FLOOR_POSTURE,False
fall4.mp4,fall4.mp4,137,5.692,ABNORMAL_FLOOR_POSTURE,False
normal1.mp4,normal1.mp4,0,0.0,NORMAL,False
normal1.mp4,normal1.mp4,1,0.033,NORMAL,False
normal1.mp4,normal1.mp4,2,0.067,NORMAL,False
normal1.mp4,normal1.mp4,3,0.1,NORMAL,False
normal1.mp4,normal1.mp4,4,0.133,NORMAL,False
normal1.mp4,normal1.mp4,5,0.167,NORMAL,False
normal1.mp4,normal1.mp4,6,0.2,NORMAL,False
normal1.mp4,normal1.mp4,7,0.233,NORMAL,False
normal1.mp4,normal1.mp4,8,0.267,NORMAL,False
normal1.mp4,normal1.mp4,9,0.3,NORMAL,False
normal1.mp4,normal1.mp4,10,0.333,NORMAL,False
normal1.mp4,normal1.mp4,11,0.367,NORMAL,False
normal1.mp4,normal1.mp4,12,0.4,NORMAL,False
normal1.mp4,normal1.mp4,13,0.433,NORMAL,False
normal1.mp4,normal1.mp4,14,0.467,NORMAL,False
normal1.mp4,normal1.mp4,15,0.5,NORMAL,False
normal1.mp4,normal1.mp4,16,0.533,NORMAL,False
normal1.mp4,normal1.mp4,17,0.567,NORMAL,False
normal1.mp4,normal1.mp4,18,0.6,NORMAL,False
normal1.mp4,normal1.mp4,19,0.633,NORMAL,False
normal1.mp4,normal1.mp4,20,0.667,NORMAL,False
normal1.mp4,normal1.mp4,21,0.7,NORMAL,False
normal1.mp4,normal1.mp4,22,0.733,NORMAL,False
normal1.mp4,normal1.mp4,23,0.767,NORMAL,False
normal1.mp4,normal1.mp4,24,0.8,NORMAL,False
normal1.mp4,normal1.mp4,25,0.833,NORMAL,False
normal1.mp4,normal1.mp4,26,0.867,NORMAL,False
normal1.mp4,normal1.mp4,27,0.9,NORMAL,False
normal1.mp4,normal1.mp4,28,0.933,NORMAL,False
normal1.mp4,normal1.mp4,29,0.967,NORMAL,False
normal1.mp4,normal1.mp4,30,1.0,NORMAL,False
normal1.mp4,normal1.mp4,31,1.033,NORMAL,False
normal1.mp4,normal1.mp4,32,1.067,NORMAL,False
normal1.mp4,normal1.mp4,33,1.1,NORMAL,False
normal1.mp4,normal1.mp4,34,1.133,NORMAL,False
normal1.mp4,normal1.mp4,35,1.167,NORMAL,False
normal1.mp4,normal1.mp4,36,1.2,NORMAL,False
normal1.mp4,normal1.mp4,37,1.233,NORMAL,False
normal1.mp4,normal1.mp4,38,1.267,NORMAL,False
normal1.mp4,normal1.mp4,39,1.3,NORMAL,False
normal1.mp4,normal1.mp4,40,1.333,NORMAL,False
normal1.mp4,normal1.mp4,41,1.367,NORMAL,False
normal1.mp4,normal1.mp4,42,1.4,NORMAL,False
normal1.mp4,normal1.mp4,43,1.433,NORMAL,False
normal1.mp4,normal1.mp4,44,1.467,NORMAL,False
normal1.mp4,normal1.mp4,45,1.5,NORMAL,False
normal1.mp4,normal1.mp4,46,1.533,NORMAL,False
normal1.mp4,normal1.mp4,47,1.567,NORMAL,False
normal1.mp4,normal1.mp4,48,1.6,NORMAL,False
normal1.mp4,normal1.mp4,49,1.633,NORMAL,False
normal1.mp4,normal1.mp4,50,1.667,NORMAL,False
normal1.mp4,normal1.mp4,51,1.7,NORMAL,False
normal1.mp4,normal1.mp4,52,1.733,NORMAL,False
normal1.mp4,normal1.mp4,53,1.767,NORMAL,False
normal1.mp4,normal1.mp4,54,1.8,NORMAL,False
normal1.mp4,normal1.mp4,55,1.833,NORMAL,False
normal1.mp4,normal1.mp4,56,1.867,NORMAL,False
normal1.mp4,normal1.mp4,57,1.9,NORMAL,False
normal1.mp4,normal1.mp4,58,1.933,NORMAL,False
normal1.mp4,normal1.mp4,59,1.967,NORMAL,False
normal1.mp4,normal1.mp4,60,2.0,NORMAL,False
normal1.mp4,normal1.mp4,61,2.033,NORMAL,False
normal1.mp4,normal1.mp4,62,2.067,NORMAL,False
normal1.mp4,normal1.mp4,63,2.1,NORMAL,False
normal1.mp4,normal1.mp4,64,2.133,NORMAL,False
normal1.mp4,normal1.mp4,65,2.167,NORMAL,False
normal1.mp4,normal1.mp4,66,2.2,NORMAL,False
normal1.mp4,normal1.mp4,67,2.233,NORMAL,False
